Kode Kecamatan Kemendagri,Kode Kecamatan BPS,Kecamatan,SD/MI NEGERI_A,SD/MI NEGERI_B,SD/MI NEGERI_C,SD/MI NEGERI_NonAkred,SD/MI SWASTA_A,SD/MI SWASTA_B,SD/MI SWASTA_C,SD/MI SWASTA_NonAkred,SMP/MTS NEGERI_A,SMP/MTS NEGERI_B,SMP/MTS NEGERI_C,SMP/MTS NEGERI_NonAkred,SMP/MTS SWASTA_A,SMP/MTS SWASTA_B,SMP/MTS SWASTA_C,SMP/MTS SWASTA_NonAkred,SD Inklusi,Siswa Inklusi SD,SMP Inklusi,Siswa Inklusi SMP,7 L,7 P,8 L,8 P,9 L,9 P,10 L,10 P,11 L,11 P,12 L,12 P,13 L,13 P,14 L,14 P,15 L,15 P,16 L,16 P,Jumlah_Faskes,Latitude,Longitude,Periode,Tahun,Total SD A,Total SD B,Total SD C,Total SD Non Akred,Total SD/MI,Total SMP A,Total SMP B,Total SMP C,Total SMP Non Akred,Total SMP/MTS,Total Siswa Inklusi,Total Sekolah Inklusi,Umur SD,Umur SMP,Rasio_Faskes_per_1000_Anak
357819,3578280,BENOWO,8,0,0,0,6,4,0,1,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,39.0,2.0,5.0,609,588,583,568,610,564,645,591,677,615,619,589,683,632,686,644,627,642,682,610,17,-7.2285631,112.6115998,April,2025,14,4,0,1,19,5.0,1.0,0.0,0.0,6.0,44.0,6.0,8573,5206,1.2337615211553814
357830,3578281,PAKAL,6,0,0,0,6,8,0,1,2.0,0.0,0.0,0.0,6.0,3.0,0.0,1.0,3.0,38.0,1.0,32.0,544,469,557,481,484,546,547,481,512,526,557,527,569,526,541,525,556,508,545,508,9,-7.2318257,112.5794528,April,2025,12,8,0,1,21,8.0,3.0,0.0,1.0,12.0,70.0,4.0,7326,4278,0.7755946225439503
357801,3578010,KARANG PILANG,6,1,0,0,7,1,0,0,2.0,0.0,0.0,1.0,4.0,2.0,0.0,0.0,2.0,42.0,1.0,1.0,560,551,547,521,593,500,573,567,617,619,568,551,606,569,618,581,592,525,640,538,17,-7.3320941,112.6502361,Mei,2025,13,2,0,0,15,6.0,2.0,0.0,1.0,9.0,43.0,3.0,7942,4669,1.3480294980572516
357823,3578020,JAMBANGAN,6,0,0,0,5,1,0,0,4.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,3.0,30.0,3.0,59.0,391,401,454,389,417,382,461,406,472,439,458,427,472,434,517,460,443,416,448,423,16,-7.3239747,112.6980679,Mei,2025,11,1,0,0,12,7.0,2.0,0.0,1.0,10.0,89.0,6.0,6003,3613,1.663893510815308
357822,3578030,GAYUNGAN,8,0,0,0,4,3,0,0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,6.0,87.0,1.0,5.0,353,286,320,311,331,296,356,302,355,333,379,327,358,377,329,348,331,346,355,320,29,-7.3280627,112.7092178,Mei,2025,12,3,0,0,15,5.0,1.0,0.0,0.0,6.0,92.0,7.0,4684,2764,3.8936627282491942
357802,3578040,WONOCOLO,8,1,0,0,7,2,1,1,2.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,6.0,110.0,2.0,61.0,624,599,600,548,578,608,638,563,574,642,637,541,674,652,622,614,668,585,640,606,39,-7.3249826,112.7269134,Mei,2025,15,3,1,1,20,8.0,0.0,0.0,1.0,9.0,171.0,8.0,8478,5061,2.8805672501661865
357824,3578050,TENGGILIS MEJOYO,6,0,0,0,5,5,1,2,2.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,5.0,20.0,2.0,51.0,447,447,474,437,463,402,459,459,422,419,471,453,459,453,491,490,480,415,504,431,24,-7.3203825,112.7534341,Mei,2025,11,5,1,2,19,6.0,1.0,0.0,0.0,7.0,71.0,7.0,6265,3723,2.4028834601521827
357825,3578060,GUNUNG ANYAR,3,1,0,0,6,3,1,3,0.0,1.0,0.0,0.0,5.0,3.0,0.0,1.0,2.0,29.0,1.0,2.0,492,480,477,467,486,473,561,454,498,442,485,504,540,518,546,471,504,451,506,487,24,-7.3384129,112.7204897,Mei,2025,9,4,1,3,17,5.0,4.0,0.0,1.0,10.0,31.0,3.0,6877,4023,2.2018348623853212
357803,3578070,RUNGKUT,12,1,0,0,10,5,0,1,4.0,0.0,0.0,0.0,6.0,1.0,0.0,2.0,7.0,71.0,3.0,51.0,934,904,959,881,996,961,962,925,998,977,1084,936,1034,988,1019,947,1020,950,972,938,62,-7.3165016,112.7840058,Mei,2025,22,6,0,1,29,10.0,1.0,0.0,2.0,13.0,122.0,10.0,13539,7868,2.89624889054982
357809,3578080,SUKOLILO,11,0,0,0,17,5,0,0,5.0,0.0,0.0,0.0,10.0,3.0,0.0,1.0,5.0,145.0,4.0,68.0,958,861,909,886,970,829,886,822,958,859,960,885,976,965,932,924,912,843,945,903,58,-7.2906497,112.7867749,Mei,2025,28,5,0,0,33,15.0,3.0,0.0,1.0,19.0,213.0,9.0,12724,7400,2.882130789107533
357826,3578090,MULYOREJO,7,0,0,0,15,1,0,0,1.0,0.0,0.0,0.0,12.0,2.0,0.0,0.0,2.0,27.0,1.0,33.0,679,602,629,597,623,572,641,629,688,651,634,606,755,695,701,653,643,638,675,602,74,-7.2686064,112.7213797,Mei,2025,22,1,0,0,23,13.0,2.0,0.0,0.0,15.0,60.0,3.0,9001,5362,5.152126992968043
357808,3578100,GUBENG,13,0,0,0,8,6,2,0,1.0,0.0,0.0,0.0,9.0,3.0,0.0,0.0,5.0,123.0,1.0,6.0,910,804,945,855,895,850,963,866,1024,948,1040,943,1020,930,1034,946,970,892,1019,1018,90,-7.2844847,112.7432514,Mei,2025,21,6,2,0,29,10.0,3.0,0.0,0.0,13.0,129.0,6.0,12993,7829,4.322351359139372
357804,3578110,WONOKROMO,9,1,0,0,10,17,0,3,3.0,0.0,0.0,1.0,9.0,8.0,0.0,0.0,4.0,32.0,3.0,56.0,1054,1040,1109,997,1059,1021,1099,1032,1155,1069,1156,1079,1206,1187,1237,1119,1155,1178,1230,1151,60,-7.2941667,112.7207974,Mei,2025,19,18,0,3,40,12.0,8.0,0.0,1.0,21.0,88.0,7.0,15263,9463,2.426595486532395
357821,3578120,DUKUH PAKIS,7,1,0,2,11,1,0,0,1.0,0.0,0.0,0.0,8.0,3.0,0.0,1.0,3.0,49.0,1.0,1.0,433,444,445,405,467,418,472,437,464,416,489,458,530,498,455,466,443,428,492,442,46,-7.2915497,112.6828133,Mei,2025,18,2,0,2,22,9.0,3.0,0.0,1.0,13.0,50.0,4.0,6376,3754,4.540967423494571
357820,3578130,WIYUNG,6,0,0,0,6,3,0,1,4.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,5.0,77.0,1.0,3.0,558,537,534,565,563,538,562,523,580,566,615,546,648,584,695,554,606,559,561,571,31,-7.3085647,112.6752149,Mei,2025,12,3,0,1,16,6.0,5.0,0.0,0.0,11.0,80.0,6.0,7919,4778,2.4415216192801448
357818,3578140,LAKARSANTRI,11,1,0,0,9,5,0,5,3.0,0.0,0.0,0.0,7.0,2.0,0.0,1.0,4.0,26.0,2.0,48.0,511,499,526,459,510,514,504,451,499,532,572,494,581,555,545,529,547,495,541,510,30,-7.2271598,112.7069053,Mei,2025,20,6,0,5,31,10.0,2.0,0.0,1.0,13.0,74.0,6.0,7207,4303,2.6064291920069507
357831,3578141,SAMBIKEREP,6,0,0,0,9,6,1,1,2.0,0.0,0.0,0.0,8.0,7.0,0.0,2.0,4.0,63.0,2.0,93.0,525,515,509,484,511,497,526,510,569,573,544,501,613,581,645,554,568,548,546,523,30,-7.2751169,112.5835175,Mei,2025,15,6,1,1,23,10.0,7.0,0.0,2.0,19.0,156.0,6.0,7458,4578,2.4925224327018944
357814,3578150,TANDES,12,0,0,0,11,3,2,3,1.0,0.0,0.0,0.0,7.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,677,675,686,655,738,677,731,708,738,711,718,771,799,750,814,722,778,750,776,718,27,-7.2570032,112.6557509,Mei,2025,23,3,2,3,31,8.0,5.0,1.0,1.0,15.0,0.0,0.0,10034,6107,1.672758812960783
357827,3578160,SUKOMANUNGGAL,9,0,0,0,10,6,0,4,4.0,0.0,0.0,0.0,6.0,8.0,0.0,0.0,5.0,36.0,3.0,13.0,838,753,745,755,799,754,808,695,843,767,845,776,919,819,779,823,811,735,817,742,29,-7.2704821,112.6635242,Mei,2025,19,6,0,4,29,10.0,8.0,0.0,0.0,18.0,49.0,8.0,11116,6445,1.6513865952963955
357806,3578170,SAWAHAN,18,3,0,0,5,11,4,0,1.0,0.0,0.0,0.0,8.0,3.0,1.0,1.0,7.0,148.0,1.0,58.0,1423,1316,1408,1397,1436,1374,1416,1398,1570,1488,1663,1552,1654,1597,1646,1528,1598,1546,1651,1533,44,-7.2738052,112.7039424,Mei,2025,23,14,4,0,41,9.0,3.0,1.0,1.0,14.0,206.0,8.0,20692,12753,1.3155927642397967
357805,3578180,TEGALSARI,12,3,0,0,6,6,3,1,2.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,7.0,97.0,1.0,4.0,699,708,674,700,749,692,720,697,785,703,783,721,770,785,779,754,781,727,790,749,48,-7.2743436,112.7011212,Mei,2025,18,9,3,1,31,6.0,3.0,0.0,0.0,9.0,101.0,8.0,10186,6135,2.9409962624839165
357807,3578190,GENTENG,8,1,0,0,4,4,1,3,4.0,0.0,0.0,0.0,4.0,3.0,0.0,1.0,3.0,40.0,4.0,96.0,385,397,394,423,401,386,434,383,404,410,467,417,469,455,447,466,419,405,439,450,38,-7.3280627,112.7092178,Mei,2025,12,5,1,3,21,8.0,3.0,0.0,1.0,12.0,136.0,7.0,5825,3550,4.053333333333334
357810,3578200,TAMBAKSARI,15,3,0,0,11,15,2,0,2.0,0.0,0.0,0.0,8.0,8.0,2.0,0.0,9.0,141.0,2.0,115.0,1750,1613,1650,1587,1674,1632,1680,1660,1832,1733,1819,1708,1937,1800,1885,1794,1913,1673,1900,1740,49,-7.2510122,112.7519789,Mei,2025,26,18,2,0,46,10.0,8.0,2.0,0.0,20.0,256.0,11.0,24075,14642,1.2655939251491592
357817,3578210,KENJERAN,7,1,0,0,12,13,2,5,5.0,0.0,0.0,0.0,6.0,6.0,2.0,2.0,6.0,93.0,3.0,35.0,1709,1593,1710,1606,1611,1545,1565,1541,1585,1496,1663,1505,1668,1584,1673,1538,1595,1484,1578,1570,22,-7.2163132,112.7543833,Mei,2025,19,14,2,5,40,11.0,6.0,2.0,2.0,21.0,128.0,9.0,22381,12690,0.6272989079296285
357829,3578211,BULAK,5,0,0,0,7,5,1,0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,47.0,2.0,5.0,381,381,378,376,374,375,405,406,391,385,426,386,434,428,419,401,405,412,432,410,10,-7.2322521,112.7710484,Mei,2025,12,5,1,0,18,6.0,1.0,0.0,0.0,7.0,52.0,4.0,5526,3341,1.127777151234916
357811,3578220,SIMOKERTO,8,0,0,0,5,11,0,0,2.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,3.0,38.0,2.0,19.0,704,656,709,667,743,619,741,681,743,713,754,697,817,708,794,697,710,692,752,722,21,-7.2396746,112.735557,Mei,2025,13,11,0,0,24,7.0,5.0,0.0,0.0,12.0,57.0,5.0,9952,5892,1.3254228730118656
357816,3578230,SEMAMPIR,9,2,0,0,10,34,7,1,2.0,0.0,0.0,1.0,4.0,14.0,2.0,3.0,6.0,161.0,2.0,50.0,1584,1597,1596,1476,1636,1511,1597,1492,1698,1567,1660,1546,1663,1611,1704,1522,1619,1532,1603,1564,27,-7.2145096,112.7312914,Mei,2025,19,36,7,1,63,6.0,14.0,2.0,4.0,26.0,211.0,8.0,22234,12818,0.7702841492639507
357812,3578240,PABEAN CANTIAN,4,0,0,0,6,8,0,0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,24.0,1.0,5.0,589,581,577,535,558,546,601,547,567,531,594,516,602,587,574,581,588,596,591,561,32,-7.2222887,112.7150563,Mei,2025,10,8,0,0,18,4.0,2.0,0.0,0.0,6.0,29.0,3.0,7931,4680,2.5374672904607087
357813,3578250,BUBUTAN,10,0,0,0,5,13,2,0,1.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,3.0,30.0,1.0,40.0,722,704,755,668,695,671,751,669,735,771,792,727,817,741,821,751,819,693,749,748,18,-7.2466266,112.711117,Mei,2025,15,13,2,0,30,5.0,3.0,0.0,0.0,8.0,70.0,4.0,10218,6139,1.1004462921073548
357815,3578260,KREMBANGAN,9,2,0,0,13,11,3,0,4.0,0.0,0.0,0.0,11.0,3.0,0.0,1.0,7.0,65.0,2.0,65.0,955,821,862,798,914,851,957,900,942,903,913,888,953,902,988,931,943,913,950,901,22,-7.2271598,112.7069053,Mei,2025,22,13,3,0,38,15.0,3.0,0.0,1.0,19.0,130.0,9.0,12559,7481,1.0978043912175648
357828,3578270,ASEM ROWO,3,0,0,0,1,9,1,2,1.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,24.0,1.0,3.0,437,420,424,413,443,398,421,427,446,416,436,378,408,435,434,389,446,371,411,384,3,-7.2388207,112.6714753,Mei,2025,4,9,1,2,16,3.0,0.0,1.0,2.0,6.0,27.0,2.0,5902,3278,0.32679738562091504
357819,3578280,BENOWO,8,0,0,0,6,4,0,1,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,39.0,2.0,5.0,609,588,583,568,610,564,645,591,677,615,619,589,683,632,686,644,627,642,682,610,17,-7.2285631,112.6115998,Mei,2025,14,4,0,1,19,5.0,1.0,0.0,0.0,6.0,44.0,6.0,8573,5206,1.2337615211553814
357830,3578281,PAKAL,6,0,0,0,6,8,0,1,2.0,0.0,0.0,0.0,6.0,3.0,0.0,1.0,3.0,38.0,1.0,32.0,544,469,557,481,484,546,547,481,512,526,557,527,569,526,541,525,556,508,545,508,9,-7.2318257,112.5794528,Mei,2025,12,8,0,1,21,8.0,3.0,0.0,1.0,12.0,70.0,4.0,7326,4278,0.7755946225439503
357801,3578010,KARANG PILANG,6,1,0,0,7,1,0,0,2.0,0.0,0.0,1.0,4.0,2.0,0.0,0.0,2.0,32.0,1.0,1.0,560,551,547,521,593,500,573,567,617,619,568,551,606,569,618,581,592,525,640,538,17,-7.3320941,112.6502361,Juni,2025,13,2,0,0,15,6.0,2.0,0.0,1.0,9.0,33.0,3.0,7942,4669,1.3480294980572516
357823,3578020,JAMBANGAN,6,0,0,0,5,1,0,0,4.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,3.0,23.0,3.0,40.0,391,401,454,389,417,382,461,406,472,439,458,427,472,434,517,460,443,416,448,423,16,-7.3239747,112.6980679,Juni,2025,11,1,0,0,12,7.0,2.0,0.0,1.0,10.0,63.0,6.0,6003,3613,1.663893510815308
357822,3578030,GAYUNGAN,8,0,0,0,4,3,0,0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,7.0,74.0,1.0,5.0,353,286,320,311,331,296,356,302,355,333,379,327,358,377,329,348,331,346,355,320,29,-7.3280627,112.7092178,Juni,2025,12,3,0,0,15,5.0,1.0,0.0,0.0,6.0,79.0,8.0,4684,2764,3.8936627282491942
357802,3578040,WONOCOLO,8,1,0,0,7,2,1,1,2.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,7.0,101.0,2.0,32.0,624,599,600,548,578,608,638,563,574,642,637,541,674,652,622,614,668,585,640,606,39,-7.3249826,112.7269134,Juni,2025,15,3,1,1,20,8.0,0.0,0.0,1.0,9.0,133.0,9.0,8478,5061,2.8805672501661865
357824,3578050,TENGGILIS MEJOYO,6,0,0,0,5,5,1,2,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,15.0,2.0,33.0,447,447,474,437,463,402,459,459,422,419,471,453,459,453,491,490,480,415,504,431,24,-7.3203825,112.7534341,Juni,2025,11,5,1,2,19,7.0,0.0,0.0,0.0,7.0,48.0,7.0,6265,3723,2.4028834601521827
357825,3578060,GUNUNG ANYAR,3,1,0,0,6,3,1,3,1.0,0.0,0.0,0.0,5.0,3.0,0.0,1.0,3.0,25.0,1.0,2.0,492,480,477,467,486,473,561,454,498,442,485,504,540,518,546,471,504,451,506,487,24,-7.3384129,112.7204897,Juni,2025,9,4,1,3,17,6.0,3.0,0.0,1.0,10.0,27.0,4.0,6877,4023,2.2018348623853212
357803,3578070,RUNGKUT,12,1,0,0,10,5,0,1,4.0,0.0,0.0,0.0,6.0,1.0,0.0,2.0,6.0,53.0,3.0,35.0,934,904,959,881,996,961,962,925,998,977,1084,936,1034,988,1019,947,1020,950,972,938,62,-7.3165016,112.7840058,Juni,2025,22,6,0,1,29,10.0,1.0,0.0,2.0,13.0,88.0,9.0,13539,7868,2.89624889054982
357809,3578080,SUKOLILO,11,0,0,0,17,5,0,0,5.0,0.0,0.0,0.0,10.0,3.0,0.0,1.0,5.0,106.0,3.0,52.0,958,861,909,886,970,829,886,822,958,859,960,885,976,965,932,924,912,843,945,903,58,-7.2906497,112.7867749,Juni,2025,28,5,0,0,33,15.0,3.0,0.0,1.0,19.0,158.0,8.0,12724,7400,2.882130789107533
357826,3578090,MULYOREJO,7,0,0,0,15,1,0,0,1.0,0.0,0.0,0.0,12.0,2.0,0.0,0.0,2.0,24.0,1.0,17.0,679,602,629,597,623,572,641,629,688,651,634,606,755,695,701,653,643,638,675,602,74,-7.2686064,112.7213797,Juni,2025,22,1,0,0,23,13.0,2.0,0.0,0.0,15.0,41.0,3.0,9001,5362,5.152126992968043
357808,3578100,GUBENG,13,0,0,0,8,6,2,0,1.0,0.0,0.0,0.0,9.0,3.0,0.0,0.0,7.0,101.0,1.0,6.0,910,804,945,855,895,850,963,866,1024,948,1040,943,1020,930,1034,946,970,892,1019,1018,90,-7.2844847,112.7432514,Juni,2025,21,6,2,0,29,10.0,3.0,0.0,0.0,13.0,107.0,8.0,12993,7829,4.322351359139372
357804,3578110,WONOKROMO,9,1,0,0,9,17,0,3,3.0,0.0,0.0,1.0,9.0,8.0,0.0,0.0,4.0,30.0,3.0,38.0,1054,1040,1109,997,1059,1021,1099,1032,1155,1069,1156,1079,1206,1187,1237,1119,1155,1178,1230,1151,60,-7.2941667,112.7207974,Juni,2025,18,18,0,3,39,12.0,8.0,0.0,1.0,21.0,68.0,7.0,15263,9463,2.426595486532395
357821,3578120,DUKUH PAKIS,7,1,0,2,11,1,0,0,1.0,0.0,0.0,0.0,8.0,3.0,0.0,1.0,2.0,33.0,1.0,3.0,433,444,445,405,467,418,472,437,464,416,489,458,530,498,455,466,443,428,492,442,46,-7.2915497,112.6828133,Juni,2025,18,2,0,2,22,9.0,3.0,0.0,1.0,13.0,36.0,3.0,6376,3754,4.540967423494571
357820,3578130,WIYUNG,6,0,0,0,6,3,0,1,4.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,5.0,64.0,1.0,3.0,558,537,534,565,563,538,562,523,580,566,615,546,648,584,695,554,606,559,561,571,31,-7.3085647,112.6752149,Juni,2025,12,3,0,1,16,6.0,5.0,0.0,0.0,11.0,67.0,6.0,7919,4778,2.4415216192801448
357818,3578140,LAKARSANTRI,11,1,0,0,9,5,0,5,3.0,0.0,0.0,0.0,7.0,2.0,0.0,1.0,4.0,23.0,2.0,32.0,511,499,526,459,510,514,504,451,499,532,572,494,581,555,545,529,547,495,541,510,30,-7.2271598,112.7069053,Juni,2025,20,6,0,5,31,10.0,2.0,0.0,1.0,13.0,55.0,6.0,7207,4303,2.6064291920069507
357831,3578141,SAMBIKEREP,6,0,0,0,9,6,1,1,2.0,0.0,0.0,0.0,9.0,7.0,0.0,1.0,4.0,53.0,2.0,56.0,525,515,509,484,511,497,526,510,569,573,544,501,613,581,645,554,568,548,546,523,30,-7.2751169,112.5835175,Juni,2025,15,6,1,1,23,11.0,7.0,0.0,1.0,19.0,109.0,6.0,7458,4578,2.4925224327018944
357814,3578150,TANDES,12,0,0,0,11,3,2,3,1.0,0.0,0.0,0.0,7.0,5.0,1.0,1.0,4.0,49.0,1.0,4.0,677,675,686,655,738,677,731,708,738,711,718,771,799,750,814,722,778,750,776,718,27,-7.2570032,112.6557509,Juni,2025,23,3,2,3,31,8.0,5.0,1.0,1.0,15.0,53.0,5.0,10034,6107,1.672758812960783
357827,3578160,SUKOMANUNGGAL,9,0,0,0,10,6,0,4,4.0,0.0,0.0,0.0,6.0,8.0,0.0,0.0,6.0,31.0,3.0,13.0,838,753,745,755,799,754,808,695,843,767,845,776,919,819,779,823,811,735,817,742,29,-7.2704821,112.6635242,Juni,2025,19,6,0,4,29,10.0,8.0,0.0,0.0,18.0,44.0,9.0,11116,6445,1.6513865952963955
357806,3578170,SAWAHAN,18,3,0,0,5,11,4,0,1.0,0.0,0.0,0.0,8.0,3.0,1.0,1.0,7.0,115.0,1.0,39.0,1423,1316,1408,1397,1436,1374,1416,1398,1570,1488,1663,1552,1654,1597,1646,1528,1598,1546,1651,1533,44,-7.2738052,112.7039424,Juni,2025,23,14,4,0,41,9.0,3.0,1.0,1.0,14.0,154.0,8.0,20692,12753,1.3155927642397967
357805,3578180,TEGALSARI,12,3,0,0,6,6,3,1,2.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,7.0,83.0,1.0,2.0,699,708,674,700,749,692,720,697,785,703,783,721,770,785,779,754,781,727,790,749,48,-7.2743436,112.7011212,Juni,2025,18,9,3,1,31,6.0,3.0,0.0,0.0,9.0,85.0,8.0,10186,6135,2.9409962624839165
357807,3578190,GENTENG,8,1,0,0,4,4,1,3,4.0,0.0,0.0,0.0,4.0,3.0,0.0,1.0,3.0,30.0,4.0,65.0,385,397,394,423,401,386,434,383,404,410,467,417,469,455,447,466,419,405,439,450,38,-7.3280627,112.7092178,Juni,2025,12,5,1,3,21,8.0,3.0,0.0,1.0,12.0,95.0,7.0,5825,3550,4.053333333333334
357810,3578200,TAMBAKSARI,15,3,0,0,11,15,2,0,2.0,0.0,0.0,0.0,8.0,8.0,2.0,0.0,10.0,116.0,2.0,69.0,1750,1613,1650,1587,1674,1632,1680,1660,1832,1733,1819,1708,1937,1800,1885,1794,1913,1673,1900,1740,49,-7.2510122,112.7519789,Juni,2025,26,18,2,0,46,10.0,8.0,2.0,0.0,20.0,185.0,12.0,24075,14642,1.2655939251491592
357817,3578210,KENJERAN,7,1,0,0,12,13,2,5,5.0,0.0,0.0,0.0,6.0,6.0,2.0,2.0,6.0,77.0,4.0,38.0,1709,1593,1710,1606,1611,1545,1565,1541,1585,1496,1663,1505,1668,1584,1673,1538,1595,1484,1578,1570,22,-7.2163132,112.7543833,Juni,2025,19,14,2,5,40,11.0,6.0,2.0,2.0,21.0,115.0,10.0,22381,12690,0.6272989079296285
357829,3578211,BULAK,5,0,0,0,7,5,1,0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,40.0,2.0,7.0,381,381,378,376,374,375,405,406,391,385,426,386,434,428,419,401,405,412,432,410,10,-7.2322521,112.7710484,Juni,2025,12,5,1,0,18,6.0,1.0,0.0,0.0,7.0,47.0,4.0,5526,3341,1.127777151234916
357811,3578220,SIMOKERTO,8,0,0,0,5,11,0,0,2.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,3.0,26.0,2.0,19.0,704,656,709,667,743,619,741,681,743,713,754,697,817,708,794,697,710,692,752,722,21,-7.2396746,112.735557,Juni,2025,13,11,0,0,24,7.0,5.0,0.0,0.0,12.0,45.0,5.0,9952,5892,1.3254228730118656
357816,3578230,SEMAMPIR,9,2,0,0,10,34,7,1,2.0,0.0,0.0,1.0,4.0,14.0,2.0,3.0,6.0,122.0,2.0,37.0,1584,1597,1596,1476,1636,1511,1597,1492,1698,1567,1660,1546,1663,1611,1704,1522,1619,1532,1603,1564,27,-7.2145096,112.7312914,Juni,2025,19,36,7,1,63,6.0,14.0,2.0,4.0,26.0,159.0,8.0,22234,12818,0.7702841492639507
357812,3578240,PABEAN CANTIAN,4,0,0,0,6,8,0,0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,20.0,1.0,5.0,589,581,577,535,558,546,601,547,567,531,594,516,602,587,574,581,588,596,591,561,32,-7.2222887,112.7150563,Juni,2025,10,8,0,0,18,4.0,2.0,0.0,0.0,6.0,25.0,3.0,7931,4680,2.5374672904607087
357813,3578250,BUBUTAN,10,0,0,0,5,13,2,0,1.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,3.0,20.0,1.0,27.0,722,704,755,668,695,671,751,669,735,771,792,727,817,741,821,751,819,693,749,748,18,-7.2466266,112.711117,Juni,2025,15,13,2,0,30,5.0,3.0,0.0,0.0,8.0,47.0,4.0,10218,6139,1.1004462921073548
357815,3578260,KREMBANGAN,9,2,0,0,13,11,3,0,4.0,0.0,0.0,0.0,11.0,3.0,0.0,1.0,7.0,48.0,2.0,43.0,955,821,862,798,914,851,957,900,942,903,913,888,953,902,988,931,943,913,950,901,22,-7.2271598,112.7069053,Juni,2025,22,13,3,0,38,15.0,3.0,0.0,1.0,19.0,91.0,9.0,12559,7481,1.0978043912175648
357828,3578270,ASEM ROWO,3,0,0,0,1,9,1,2,1.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,2.0,21.0,1.0,3.0,437,420,424,413,443,398,421,427,446,416,436,378,408,435,434,389,446,371,411,384,3,-7.2388207,112.6714753,Juni,2025,4,9,1,2,16,3.0,0.0,1.0,2.0,6.0,24.0,3.0,5902,3278,0.32679738562091504
357819,3578280,BENOWO,8,0,0,0,6,4,0,1,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,31.0,2.0,5.0,609,588,583,568,610,564,645,591,677,615,619,589,683,632,686,644,627,642,682,610,17,-7.2285631,112.6115998,Juni,2025,14,4,0,1,19,5.0,1.0,0.0,0.0,6.0,36.0,6.0,8573,5206,1.2337615211553814
357830,3578281,PAKAL,6,0,0,0,6,8,0,1,2.0,0.0,0.0,0.0,6.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,544,469,557,481,484,546,547,481,512,526,557,527,569,526,541,525,556,508,545,508,9,-7.2318257,112.5794528,Juni,2025,12,8,0,1,21,8.0,3.0,0.0,1.0,12.0,0.0,0.0,7326,4278,0.7755946225439503
357801,3578010,KARANG PILANG,6,1,0,0,7,1,0,0,2.0,0.0,0.0,1.0,4.0,2.0,0.0,0.0,2.0,33.0,2.0,6.0,560,551,547,521,593,500,573,567,617,619,568,551,606,569,618,581,592,525,640,538,17,-7.3320941,112.6502361,Juli,2025,13,2,0,0,15,6.0,2.0,0.0,1.0,9.0,39.0,4.0,7942,4669,1.3480294980572516
357823,3578020,JAMBANGAN,6,0,0,0,5,1,0,0,4.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,3.0,23.0,3.0,45.0,391,401,454,389,417,382,461,406,472,439,458,427,472,434,517,460,443,416,448,423,16,-7.3239747,112.6980679,Juli,2025,11,1,0,0,12,7.0,2.0,0.0,1.0,10.0,68.0,6.0,6003,3613,1.663893510815308
357822,3578030,GAYUNGAN,8,0,0,0,4,3,0,0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,6.0,76.0,1.0,5.0,353,286,320,311,331,296,356,302,355,333,379,327,358,377,329,348,331,346,355,320,29,-7.3280627,112.7092178,Juli,2025,12,3,0,0,15,5.0,1.0,0.0,0.0,6.0,81.0,7.0,4684,2764,3.8936627282491942
357802,3578040,WONOCOLO,8,1,0,0,7,2,1,1,2.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,7.0,105.0,2.0,36.0,624,599,600,548,578,608,638,563,574,642,637,541,674,652,622,614,668,585,640,606,39,-7.3249826,112.7269134,Juli,2025,15,3,1,1,20,8.0,0.0,0.0,1.0,9.0,141.0,9.0,8478,5061,2.8805672501661865
